"MSW05_Order","MSW05_Family","MSW05_Genus","MSW05_Species","MSW05_Binomial","1-1_ActivityCycle","5-1_AdultBodyMass_g","8-1_AdultForearmLen_mm","13-1_AdultHeadBodyLen_mm","2-1_AgeatEyeOpening_d","3-1_AgeatFirstBirth_d","18-1_BasalMetRate_mLO2hr","5-2_BasalMetRateMass_g","6-1_DietBreadth","7-1_DispersalAge_d","9-1_GestationLen_d","12-1_HabitatBreadth","22-1_HomeRange_km2","22-2_HomeRange_Indiv_km2","14-1_InterbirthInterval_d","15-1_LitterSize","16-1_LittersPerYear","17-1_MaxLongevity_m","5-3_NeonateBodyMass_g","13-2_NeonateHeadBodyLen_mm","21-1_PopulationDensity_n/km2","10-1_PopulationGrpSize","23-1_SexualMaturityAge_d","10-2_SocialGrpSize","24-1_TeatNumber","12-2_Terrestriality","6-2_TrophicLevel","25-1_WeaningAge_d","5-4_WeaningBodyMass_g","13-3_WeaningHeadBodyLen_mm","References","5-5_AdultBodyMass_g_EXT","16-2_LittersPerYear_EXT","5-6_NeonateBodyMass_g_EXT","5-7_WeaningBodyMass_g_EXT","26-1_GR_Area_km2","26-2_GR_MaxLat_dd","26-3_GR_MinLat_dd","26-4_GR_MidRangeLat_dd","26-5_GR_MaxLong_dd","26-6_GR_MinLong_dd","26-7_GR_MidRangeLong_dd","27-1_HuPopDen_Min_n/km2","27-2_HuPopDen_Mean_n/km2","27-3_HuPopDen_5p_n/km2","27-4_HuPopDen_Change","28-1_Precip_Mean_mm","28-2_Temp_Mean_01degC","30-1_AET_Mean_mm","30-2_PET_Mean_mm"
"Rodentia","Spalacidae","Rhizomys","pruinosus","Rhizomys pruinosus",0,2450,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,120.75,0,0,"1297;2655",0,0,0,0,1160203,26.02,3.68,14.85,116.68,0.37,103.53,2,175.6,0,0.08,158.86,216.42,1140,1430.66
"Rodentia","Spalacidae","Rhizomys","sinensis","Rhizomys sinensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1297",0,0,0,0,584284.14,34.04,20.22,27.13,120.15,7.56,108.85,1,206.61,7,0.06,100.44,122.64,50,1002.81
"Chiroptera","Pteropodidae","Rousettus","bidens","Rousettus bidens",0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0.08,0,0,0,0,0,1,0,0,0,2,0,0,0,0,"1297;1658;2017;2151",123.22,0,0,0,406.4,1.56,0.41,0,125.2,122.05,124.12,48,153.12,48,0.04,230.16,227.5,0,0
"Chiroptera","Pteropodidae","Rousettus","celebensis","Rousettus celebensis",0,63.07,71.76,104.5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,20,0,0,0,2,0,0,0,0,"77;978;1297;1658;2017;2143;2151;2655",0,0,0,0,173650.28,3.74,5.7,0.08,126.34,118.75,122.55,5,2.44,17,0.07,220.41,215.47,1812.6,1000.15
"Chiroptera","Pteropodidae","Rousettus","lanosus","Rousettus lanosus",0,104.78,88.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,100,0,0,0,2,0,0,0,0,"77;268;1658;2017;2151;2655",0,0,0,0,846054.61,8.15,11.86,1.85,38.65,28.53,33.5,1,67.23,2,0.12,70.31,222.43,1056.75,1407.3
"Chiroptera","Pteropodidae","Rousettus","leschenaultii","Rousettus leschenaultii",0,84.88,82.25,0,0,278.81,0,0,3,0,121.66,1,0,0,0,1.01,2,0,12,0,0,753,322.24,0,0,2,2,52.34,37,0,"77;211;212;582;1140;1143;1149;1297;1552;1621;1658;1705;2017;2143;2151;2622;2655;2910;3014",0,0,0,0,5152028.23,35.35,8.06,13.1,117.84,67.64,2.74,1,287.15,10,0,127.04,230.14,46.42,1436.72
"Chiroptera","Pteropodidae","Rousettus","linduensis","Rousettus linduensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-999",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chiroptera","Pteropodidae","Rousettus","madagascariensis","Rousettus madagascariensis",2,65.72,70.01,120,0,0,0,0,2,0,126.88,1,0,0,0,1.22,0,0,0,0,0,400,0,0,0,2,1,0,0,0,"272;1048;1658;2151;2655",0,0,0,0,243304.84,12.25,25.2,18.72,50.48,43.02,47.2,2,20.53,3,0.18,151.3,220.67,1206,1608.15
"Chiroptera","Pteropodidae","Rousettus","obliviosus","Rousettus obliviosus",0,45.32,72.5,0,0,0,0,0,0,0,0,1,0,0,0,0.08,0,0,0,0,0,0,0,0,0,2,0,0,0,0,"1658;2017;2151;2402;2655;3120",0,0,0,0,1677.4,11.36,12.38,11.87,44.53,43.21,43.87,134,325.27,134,0.15,0,0,0,0
"Chiroptera","Pteropodidae","Rousettus","spinalatus","Rousettus spinalatus",0,2.32,85.06,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,37.54,0,1650,0,0,0,2,0,0,0,0,"267;1010;1658;2017;2151;2655",0,0,3.61,0,38700.46,6.07,2.86,4.46,117.2,8.08,107.6,1,24.72,2,0.22,272.7,226.68,1740.02,1800.6
"Rodentia","Sciuridae","Rubrisciurus","rubriventer","Rubrisciurus rubriventer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-999",0,0,0,0,134381.82,1.75,4.8,1.56,125.24,110.03,122.14,17,58.5,17,0,220.38,212.07,1813.54,1870.6
"Artiodactyla","Cervidae","Rucervus","duvaucelii","Rucervus duvaucelii",2,171223.86,0,1500,0,1005,0,0,2,0,245,2,14.11,20,0,1,0,0,0,0,11.24,401,827.6,64.25,0,1,1,0,0,0,"511;653;730;899;1297;2525;2553;2655;3010",0,0,0,0,255737.11,20.44,22.08,25.76,3.68,77.22,85.45,13,428.6,103,0.11,101.07,245.48,700.72,1335.7
"Artiodactyla","Cervidae","Rucervus","eldii","Rucervus eldii",0,5471.61,0,1650,0,58.12,0,0,3,0,240.1,1,0,0,382.7,1.01,0,232.8,4674.08,0,0,0,531.64,0,0,1,1,220.26,0,0,"543;899;1297;2525;2655;2986;3010",0,1.07,0,0,110041.73,25.34,12.38,18.86,100.05,3.14,101.55,4,64.11,5,0.1,157.08,243,1130.05,1618
"Artiodactyla","Cervidae","Rucervus","schomburgki","Rucervus schomburgki",0,107626.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3010",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Artiodactyla","Bovidae","Rupicapra","pyrenaica","Rupicapra pyrenaica",0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1525;2655",0,0,0,0,13561.03,43.21,41.6,42.41,14.22,6.73,3.74,7,37.31,7,0.00588,60.46,85.04,600.04,810.58
"Artiodactyla","Bovidae","Rupicapra","rupicapra","Rupicapra rupicapra",0,33266.35,0,0,0,1368.75,0,0,2,0,178.32,1,2.65,2.4,365,1,0,264,2250,0,0,0,642.64,1,4,1,1,76.04,0,0,"511;543;899;1015;1297;1454;1525;1573;1848;2243;2338;2555;2620;2655;2986",0,1.1,0,0,742756.03,51.33,35.66,43.5,47.08,5.2,26.1,11,105.31,28,0.02,60.73,70.03,530.64,605.01
"Artiodactyla","Cervidae","Rusa","alfredi","Rusa alfredi",0,46475.04,0,0,0,0,0,0,0,0,243.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"899;3010",0,0,0,0,24504.78,11.04,0.03,10.48,123.56,121.84,122.7,118,201.84,130,0.07,160.44,253.32,1470.27,1750.33
"Artiodactyla","Cervidae","Rusa","marianna","Rusa marianna",0,40457.61,0,1255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2152;2655",0,0,0,0,220407,18.65,5.55,12.1,126.6,116.03,121.76,10,222.54,32,0.1,206.2,230.5,1460.48,1725.15
"Artiodactyla","Cervidae","Rusa","timorensis","Rusa timorensis",1,66375.5,0,1634,0,0,0,0,2,0,250.2,0,0,0,366,1,0,0,0,0,0,0,666.44,0,0,0,1,227.47,0,0,"1297;2152;2525;2655;2986;3010",0,1,0,0,132240.02,5.87,8.84,7.36,115.71,105.2,110.46,270,804.2,305,0.04,106.77,244.6,1370.42,1640.76
"Rodentia","Cricetidae","Rhipidomys","ochrogaster","Rhipidomys ochrogaster",1,80,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,"2151;2655",0,0,0,0,1231828.6,15.81,28.67,22.24,30.64,55.87,47.75,1,81.77,5,0.06,124.71,201.53,1100.58,1352.03
"Rodentia","Cricetidae","Rhipidomys","venezuelae","Rhipidomys venezuelae",1,80,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,"2151;2655",0,0,0,0,218010.02,12.46,5.04,0.2,65.1,73.53,60.31,4,1.85,7,0.12,80.6,236,1320.63,1738.34
"Rodentia","Cricetidae","Rhipidomys","venustus","Rhipidomys venustus",1,80,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,"2151;2655",0,0,0,0,26254.03,10.6,7.33,8.07,66.18,72.32,60.25,8,222.1,17,0.11,112.55,224.24,1330.45,1658.5
"Chiroptera","Vespertilionidae","Rhogeessa","aeneus","Rhogeessa aeneus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-999",0,0,0,0,124010.06,21.62,17.71,10.66,86.73,1.51,80.12,0,24.4,4,0.24,2,254.51,1226.77,1562.42
"Chiroptera","Vespertilionidae","Rhogeessa","alleni","Rhogeessa alleni",0,0,32.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,"1658;2151",5.37,0,0,0,263308.67,22.03,16,10.06,5.68,104,100.33,6,140.26,12,0.08,85.02,182.26,874.1,1433.27
"Chiroptera","Vespertilionidae","Rhogeessa","genowaysi","Rhogeessa genowaysi",0,0,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,"1658;2151",3.88,0,0,0,23.22,16.07,14.68,15.38,2.28,3.5,2.8,22,62.77,22,0.06,180.46,238.28,1342.78,1868.32
"Chiroptera","Vespertilionidae","Rhogeessa","gracilis","Rhogeessa gracilis",0,0,32,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,"1658;2151",5.14,0,0,0,270246.5,22.08,15.64,10.31,3.32,105.67,0.5,4,44.03,7,0.06,7.53,203.41,807.23,1572.8
"Chiroptera","Vespertilionidae","Rhogeessa","hussoni","Rhogeessa hussoni",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-999",0,0,0,0,180232.4,3.54,1.26,1.13,50.03,55.08,53.01,0,1.67,0,0.08,201.61,245.05,1417.8,1600.04
"Soricomorpha","Soricidae","Ruwenzorisorex","suncoides","Ruwenzorisorex suncoides",0,18.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2655",0,0,0,0,8823.5,0.56,2.73,1.08,30.05,28.02,20.48,56,146.35,56,0.1,117.31,186.02,1358.18,1567.85
"Chiroptera","Emballonuridae","Saccolaimus","flaviventris","Saccolaimus flaviventris",1,45.25,75,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,"607;889;1658;2143;2151;2622;2655",0,0,0,0,5655577.55,0.3,30.13,24.22,153.63,113.38,133.5,0,3.07,0,0.04,42,218.08,504.52,1400.8
"Chiroptera","Emballonuridae","Saccolaimus","mixtus","Saccolaimus mixtus",1,0,64.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,"889;1658;2151",38.2,0,0,0,43137.4,8.53,14.34,11.44,147.55,141.31,144.43,0,4.33,0,0.16,137,252.81,1123.78,1700.61
"Chiroptera","Emballonuridae","Saccolaimus","peli","Saccolaimus peli",1,53.35,80.4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,"889;1297;1658;2151;2622;2655;3023",0,0,0,0,3800000.52,10.11,10.13,0.00803,36.33,14.06,11.13,0,45,1,0.12,146.06,240.77,1326.71,1553.74
"Chiroptera","Emballonuridae","Saccolaimus","saccolaimus","Saccolaimus saccolaimus",1,43,71.24,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3,0,0,0,"196;889;1297;1439;1658;2143;2151;2622;2655;2719",0,0,0,0,4032270.02,27.54,20.06,3.28,160.83,72.5,116.66,0,274.41,0,0,145.81,250.7,1054.73,1561.03
"Chiroptera","Emballonuridae","Saccopteryx","antioquensis","Saccopteryx antioquensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-999",0,0,0,0,12746.5,6.05,4.14,5.54,74.76,75.4,75.08,10,68.66,10,0.07,152.83,201.53,1474.2,1401.05
"Chiroptera","Emballonuridae","Saccopteryx","bilineata","Saccopteryx bilineata",1,8.08,45,0,0,365,14.07,8.05,1,0,0,1,0,0,0,0,1,0,3.4,0,0,0,0,0,0,2,3,50,5.66,0,"196;425;426;429;889;890;1079;1297;1388;1645;1658;1676;1822;1948;2143;2151;2295;2622;2655;2719;2751;2752;3023;3043",0,0,0,0,12018838.16,23.55,22.53,0.5,34.7,105.7,70.24,0,26.37,0,0.11,153.44,241.8,1206.3,1557.02
"Chiroptera","Emballonuridae","Saccopteryx","canescens","Saccopteryx canescens",1,3.41,38,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,12,0,0,0,2,3,0,0,0,"196;889;890;1297;1645;1658;2151;2622;2655;2719",0,0,0,0,5307710.51,12.46,12.31,0.07,44.46,76.56,60.51,0,11.45,0,0.11,175.88,252.22,1465.58,1622.76
"Chiroptera","Emballonuridae","Saccopteryx","gymnura","Saccopteryx gymnura",1,0,34,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,"889;890;1658;2151",6.11,0,0,0,170607,0.31,3.6,2,50.08,56.87,53.03,1,2.05,1,0.14,162.68,255.02,1372.34,1620.81
"Chiroptera","Emballonuridae","Saccopteryx","leptura","Saccopteryx leptura",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-999",0,0,0,0,10500400.36,16.5,20.1,1.7,34.7,3.84,64.31,0,20.07,0,0.12,160.77,245.27,1328.5,1572.3
"Rodentia","Nesomyidae","Saccostomus","campestris","Saccostomus campestris",0,50.33,0,117.31,21,6,51.4,61.3,3,0,20.84,0,0,0,51.8,6.75,0,33.6,2.5,0,22.06,0,50.56,0,0,0,2,28.07,0,0,"543;730;897;1244;1297;1584;1798;1822;2390;2655",0,2.05,0,0,4378642.71,4.52,34.83,10.68,35.02,12.74,24.33,0,17.11,0,0.14,61.4,206.56,680,1306.84
"Rodentia","Nesomyidae","Saccostomus","mearnsi","Saccostomus mearnsi",0,64.01,0,0,0,0,0,0,3,0,0,0,0.0013,0.0012,0,5.75,0,0,0,0,3611.61,0,0,0,0,0,2,0,0,0,"1297;1586;2655",0,0,0,0,407020.52,7.01,4.51,1.24,42.7,34.16,38.48,1,46.07,1,0.1,55.05,238.04,851.3,1552.88
"Primates","Cebidae","Saguinus","bicolor","Saguinus bicolor",3,465,0,230,0,0,0,0,4,0,158.16,1,0,0,0,2,0,0,0,0,0,0,0,6.7,0,2,2,0,0,0,"890;899;905;1297;1544;1547;2151;2344;2655;2663;2986",0,0,0,0,65246.44,0.2,3.18,1.74,55.07,60.83,58.4,0,10.73,0,0.11,120,262.18,1446.01,1650.31
"Primates","Cebidae","Saguinus","fuscicollis","Saguinus fuscicollis",3,303,0,0,0,850.45,0,0,5,0,148,1,0.2,0.33,203.5,1.83,0,204,30.18,0,10.4,0,406.61,6,0,2,2,0.1,0,0,"203;208;543;730;890;905;1125;1297;1544;1547;2151;2251;2344;2493;2520;2654;2655;2660;2663;2986",0,1.22,0,0,1078748.26,3.18,13.75,5.28,60.7,78.01,60.4,0,2.65,0,0.16,106.8,254.4,1450.05,1535.38
"Artiodactyla","Cervidae","Rangifer","tarandus","Rangifer tarandus",0,100088.5,0,2224.35,0,0,0,0,3,0,222.5,0,2771.22,2500.8,365,2,0,242.4,5400.62,0,2.55,105,758.71,0,0,0,1,136.87,24007.05,0,"511;543;653;730;764;1015;1297;1404;1573;1763;2512;2525;2655;2718;2986;3009;3010",0,1.1,0,0,18376464.07,83.62,45.55,64.5,177.44,168.12,4.65,0,1.07,0,0.04,20.21,0.47,236.86,260.08
"Artiodactyla","Bovidae","Raphicerus","campestris","Raphicerus campestris",3,11661.53,0,824,0,0,3606,600,5,0,210,1,0.43,0.45,210,0.08,0,168,16.51,0,1.27,0,233.81,2,4,1,1,40.8,0,0,"730;869;1297;1525;1573;1822;1848;2629;2655;2693;2986;3057",0,1.42,0,0,4030075.62,1.61,34.83,16.61,41.77,11.71,26.74,0,24.64,0,0.14,52.18,108.6,656.54,1367.87
"Artiodactyla","Bovidae","Raphicerus","melanotis","Raphicerus melanotis",1,10503.14,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,168,0,0,10.5,0,0,1.5,4,1,1,0,0,0,"511;869;1848;2629;2655;2693",0,0,0,0,243785.08,20.78,34.83,32.31,20.42,17.1,23.26,0,47.04,1,0,33.18,157.2,501.32,1107.03
"Artiodactyla","Bovidae","Raphicerus","sharpei","Raphicerus sharpei",1,306,0,670,0,0,0,0,3,0,212.01,1,0,0,0,1,0,168,0,0,0.51,0,0,1.5,4,1,1,0,0,0,"730;869;1297;1848;2629;2655;2693",0,0,0,0,2548307.11,3.42,27.16,15.2,40.84,22.67,31.75,1,25.4,2,0.16,78.06,221.75,845.74,1477.87
"Rodentia","Muridae","Rattus","adustus","Rattus adustus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-999",0,0,0,0,402.7,5.28,5.51,5.4,102.3,102,102.24,110,110,110,0.33,0,0,0,0
"Rodentia","Muridae","Rattus","andamanensis","Rattus andamanensis",1,0,0,100,0,0,0,0,4,0,0,2,0,0,0,10,0,0,0,0,0,0,0,0,0,1,2,0,0,0,"1015",107.07,0,0,0,354404.7,28.75,0.4,10.07,118.02,84.15,101.54,1,106.6,4,0.08,167.27,170.71,1001.22,1321.33
"Rodentia","Muridae","Rattus","annandalei","Rattus annandalei",0,107.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2655",0,0,0,0,61557.6,5.05,0.8,2.07,104.3,100.55,102.42,8,161.45,14,0.13,105.77,250.14,1667.15,1782.3
"Rodentia","Muridae","Rattus","arfakiensis","Rattus arfakiensis",0,0,0,134.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2803",73.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rodentia","Muridae","Rattus","argentiventer","Rattus argentiventer",0,165.37,0,103.81,0,0,0,0,5,0,21.4,0,0,0,22.5,0.85,0,0,0,0,0,0,54.42,0,0,0,2,0,0,0,"456;679;1297;2088;2152;2655",0,4.51,0,0,105050.18,15.22,1.26,8.24,107.55,0,103.32,3,227,13,0.1,157.85,262.3,1263.86,1683
"Rodentia","Muridae","Rattus","arrogans","Rattus arrogans",0,0,0,131.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2803",67.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rodentia","Muridae","Rattus","baluensis","Rattus baluensis",0,107.5,0,100,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,"2152;2655",0,0,0,0,158.06,6.13,6.01,6.07,116.61,116.48,116.55,20,80.5,20,0.3,227.5,236.5,1840,1842
"Rodentia","Muridae","Rattus","blangorum","Rattus blangorum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-999",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rodentia","Muridae","Rattus","bontanus","Rattus bontanus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-999",0,0,0,0,6.13,5.27,5.55,5.41,120.1,110.87,120.03,181,268.06,181,0.04,236,215,0,0
"Rodentia","Muridae","Rattus","burrus","Rattus burrus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-999",0,0,0,0,1257.84,8.22,6.74,7.48,3.05,3.45,3.7,14,14,14,0.16,0,0,0,0
"Rodentia","Muridae","Rattus","colletti","Rattus colletti",0,146.48,0,0,0,0,122.04,165.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"456;1822;2655",0,0,0,0,70228.17,11.11,14.08,12.5,136.07,130.11,133.54,0,3.61,0,0.00572,100.53,271.05,58,1885.3
"Rodentia","Muridae","Rattus","elaphinus","Rattus elaphinus",0,131.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2655",0,0,0,0,2804.05,1.62,2.02,1.82,125.32,124.33,124.82,5,5.2,5,0,263,235,0,0
"Rodentia","Muridae","Rattus","enganus","Rattus enganus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-999",0,0,0,0,402.7,5.28,5.51,5.4,102.3,102,102.24,110,110,110,0.33,0,0,0,0
"Rodentia","Muridae","Rattus","everetti","Rattus everetti",2,253.53,0,100,0,0,0,0,5,0,0,0,0.005,0.00431,0,0,0,0,0,0,153.38,0,0,0,0,0,2,0,0,0,"170;2152;2446;2655",0,0,0,0,230437.44,18.65,5.55,12.1,126.6,110.74,123.17,10,220.01,33,0.1,208.14,241.2,1470.06,1728
"Rodentia","Muridae","Rattus","exulans","Rattus exulans",0,50.63,0,110,0,173.55,0,0,4,0,21.34,0,3.6e-05,0.000787,74,3.7,3,0,2.43,42.57,7154.76,0,57.41,0,0,0,2,28,21.4,0,"456;730;1297;1306;1577;2152;2655;2803",0,0,0,0,1877248.56,24.67,1.26,12.06,100.46,1.31,100.38,2,125,0,0,163,230.07,1144.34,1533.45
"Rodentia","Muridae","Rattus","feliceus","Rattus feliceus",0,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2655",0,0,0,0,50.4,3.23,3.3,3.26,120.66,120.5,120.63,23,23,23,0.04,277,243,0,0
"Rodentia","Muridae","Rattus","fuscipes","Rattus fuscipes",1,124.58,0,150.25,20.25,136.87,84.36,76,3,0,22.05,2,0,0,0,4.58,3.3,41,4.24,0,1060.81,0,50.31,0,10,1,2,25.38,17.6,141.48,"456;730;1297;1822;2655;2803;2808;2814;2816;3074",0,0,0,0,451237.8,14.83,30.13,26.08,153.63,113.67,133.65,0,20.35,0,0.07,75.52,157.48,716.85,1210.83
"Rodentia","Muridae","Rattus","giluwensis","Rattus giluwensis",0,0,0,150.55,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,0,0,0,"977",101.11,0,0,0,2007.83,5.62,6.2,5.01,144.15,143.5,143.87,15,25.75,15,0.12,433.08,114.74,1506,1506
"Rodentia","Muridae","Rattus","hainaldi","Rattus hainaldi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-999",0,0,0,0,40.05,8.5,8.66,8.62,120.56,120.48,120.52,68,76,68,0.06,225.5,227,0,0
"Rodentia","Muridae","Rattus","hoffmanni","Rattus hoffmanni",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-999",0,0,0,0,170563.18,1.75,5.7,1.07,125.2,118.75,122.02,17,6.14,17,0.08,220.41,215.47,1812.6,1000.15
"Rodentia","Muridae","Rattus","hoogerwerfi","Rattus hoogerwerfi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-999",0,0,0,0,256.04,4.03,3.86,3.05,7.38,7.22,7.3,30,30.4,30,0,111,184.4,1522,1522
"Rodentia","Muridae","Rattus","jobiensis","Rattus jobiensis",0,380,0,211.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,156,"978;2655;2803",0,0,0,100.48,4824.46,0.62,1,1.26,136,135.37,136.13,2,20.33,2,0.05,225,252,0,0
"Rodentia","Muridae","Rattus","koopmani","Rattus koopmani",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-999",0,0,0,0,2364.05,1.15,1.64,1.4,123.55,122.78,123.17,31,31,31,0.1,245,240.5,0,0
"Rodentia","Muridae","Rattus","korinchi","Rattus korinchi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-999",0,0,0,0,7261.35,0.1,1.85,0.83,101.41,0.87,100.64,57,145.45,57,0.04,202.4,220.2,1643.78,1841.67
"Rodentia","Muridae","Rattus","leucopus","Rattus leucopus",1,200.8,0,180.68,0,141.33,0,0,4,0,0,2,0,0,0,3.45,0,0,0,0,0,0,102.07,0,6,1,2,0,0,158.83,"456;977;1297;1780;2655;2803",0,0,0,105.1,362571.26,4.1,10.45,11.78,150.87,134.2,142.54,0,6.1,0,0.13,223,230.38,1487.74,1686.6
"Rodentia","Muridae","Rattus","losea","Rattus losea",0,104.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"456",0,0,0,0,367070.25,25.2,12,18.6,122,7.77,100.88,6,228.75,13,0.08,151.3,230.13,1158.42,1548.02
"Rodentia","Muridae","Rattus","lugens","Rattus lugens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-999",0,0,0,0,6044.85,0.01,3.34,2.13,100.47,8.58,0.52,43,55.33,43,0.11,340,250,0,0
"Rodentia","Muridae","Rattus","lutreolus","Rattus lutreolus",2,106,0,160.65,18,112,63.22,100,4,0,24.81,2,0,0,0,4.45,2.4,20,4.04,44.77,566.83,0,56.06,0,10,1,2,25,31.62,0,"456;1009;1175;1297;1822;2655;2803;2814;2817",0,0,0,0,336333.3,15.76,43.64,20.7,153.63,136.53,145.08,0,33.01,0,0.03,77,144.66,702.04,1130.01
"Rodentia","Muridae","Rattus","macleari","Rattus macleari",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-999",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
