"MSW05_Order","MSW05_Family","MSW05_Genus","MSW05_Species","MSW05_Binomial","1-1_ActivityCycle","5-1_AdultBodyMass_g","8-1_AdultForearmLen_mm","13-1_AdultHeadBodyLen_mm","2-1_AgeatEyeOpening_d","3-1_AgeatFirstBirth_d","18-1_BasalMetRate_mLO2hr","5-2_BasalMetRateMass_g","6-1_DietBreadth","7-1_DispersalAge_d","9-1_GestationLen_d","12-1_HabitatBreadth","22-1_HomeRange_km2","22-2_HomeRange_Indiv_km2","14-1_InterbirthInterval_d","15-1_LitterSize","16-1_LittersPerYear","17-1_MaxLongevity_m","5-3_NeonateBodyMass_g","13-2_NeonateHeadBodyLen_mm","21-1_PopulationDensity_n/km2","10-1_PopulationGrpSize","23-1_SexualMaturityAge_d","10-2_SocialGrpSize","24-1_TeatNumber","12-2_Terrestriality","6-2_TrophicLevel","25-1_WeaningAge_d","5-4_WeaningBodyMass_g","13-3_WeaningHeadBodyLen_mm","References","5-5_AdultBodyMass_g_EXT","16-2_LittersPerYear_EXT","5-6_NeonateBodyMass_g_EXT","5-7_WeaningBodyMass_g_EXT","26-1_GR_Area_km2","26-2_GR_MaxLat_dd","26-3_GR_MinLat_dd","26-4_GR_MidRangeLat_dd","26-5_GR_MaxLong_dd","26-6_GR_MinLong_dd","26-7_GR_MidRangeLong_dd","27-1_HuPopDen_Min_n/km2","27-2_HuPopDen_Mean_n/km2","27-3_HuPopDen_5p_n/km2","27-4_HuPopDen_Change","28-1_Precip_Mean_mm","28-2_Temp_Mean_01degC","30-1_AET_Mean_mm","30-2_PET_Mean_mm"
"Primates","Cebidae","Callithrix","kuhlii","Callithrix kuhlii",3,374,0,0,0,0,0,0,4,0,0,1,0.06,0,0,0,0,0,0,0,50,0,0,0,0,2,2,0,0,0,"890;1547;2151;2344;2655;2725",0,0,0,0,34583.88,14.4,16.84,15.62,38.85,40.32,30.5,7,32.31,0.5,0.08,140.75,220.04,1475.45,1613.32
"Primates","Cebidae","Callithrix","leucippe","Callithrix leucippe",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2344;2725",0,0,0,0,14616.07,3.85,5.41,4.63,55.11,56.36,55.73,1,1.5,1,0.16,171,251.2,1381.6,1571.6
"Primates","Cebidae","Callithrix","manicorensis","Callithrix manicorensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-999",0,0,0,0,18875,5.31,7.64,6.48,60.2,61.51,60.85,0,0.6,0,0,171.12,260.53,1488.51,1603.28
"Primates","Cebidae","Callithrix","marcai","Callithrix marcai",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-999",0,0,0,0,44500.24,7.83,12.06,0.05,50.48,60.83,60.16,0,0.77,0,0.64,183.11,243.87,1244.72,1402.05
"Primates","Cebidae","Callithrix","mauesi","Callithrix mauesi",0,443.7,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,"890;1547;2151",0,0,0,0,2038.88,2.05,3.45,3.2,56.56,57.05,56.81,3,5.75,3,0.14,143.4,261,1431.24,1643.5
"Primates","Cebidae","Callithrix","melanura","Callithrix melanura",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-999",0,0,0,0,543620.62,8.5,10.88,14.23,53.2,65.04,50.12,0,4.24,0,0.22,126.64,243.35,1166.8,1423.6
"Primates","Cebidae","Callithrix","nigriceps","Callithrix nigriceps",3,401.12,0,0,0,0,0,0,4,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,"890;1547;2151;2344;2725",0,0,0,0,24058.88,6.18,8.8,7.4,61.41,62.77,62,0,1.33,0,0.12,181.08,256.61,1417.38,1586.07
"Primates","Cebidae","Callithrix","penicillata","Callithrix penicillata",3,330.08,0,0,0,0,0,0,0,0,0,1,0.01,0,0,2,0,0,0,0,0,0,0,5,0,2,0,0,0,0,"1544;1547;2151;2344;2520;2655;2725;2986",0,0,0,0,1325473.3,2.32,23.03,12.68,40.15,52.33,46.24,1,23.65,1,0.07,117.22,210.02,1084.05,1442.42
"Primates","Cebidae","Callithrix","pygmaea","Callithrix pygmaea",3,123.04,0,154.6,0,840.41,113,116,3,0,134.44,1,0.00212,0.003,182.5,1.03,0,181.2,14.5,0,15,0,708.5,6,0,2,2,0.73,70,0,"208;543;730;890;905;1125;1297;1544;1547;1611;1822;1848;2151;2251;2344;2489;2493;2511;2520;2655;2660;2668;2864;2986",0,1.56,0,0,1508025.87,0.5,12.52,5.06,61.36,78.52,60.04,0,2.1,0,0.1,208.53,256.47,1483.18,1526.07
"Primates","Cebidae","Callithrix","saterei","Callithrix saterei",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2344;2725",0,0,0,0,18742.81,3.04,6.34,5.14,58.04,50.64,58.84,0,0.75,0,0.16,164.67,260.68,1454.2,1600.58
"Carnivora","Otariidae","Callorhinus","ursinus","Callorhinus ursinus",2,55464.82,0,1734.82,0,0,0,0,6,120,358.4,2,0,0,365,1.04,0.5,420,5354.8,0,18,0,1683.65,0,0,1,2,108.6,11231.06,0,"367;543;1015;1297;1577;1763;2151;2620;2655;2986",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rodentia","Sciuridae","Callosciurus","adamsi","Callosciurus adamsi",3,208.72,0,203.5,0,0,0,0,6,0,0,1,0,0,0,1.04,0,0,0,0,0,0,0,0,5,2,2,0,0,0,"1297;2152;2655",0,0,0,0,30384.46,5.47,2.22,3.84,117.88,113.3,115.5,1,0,1,0.16,287.63,235.52,1710.17,1747.03
"Rodentia","Sciuridae","Callosciurus","albescens","Callosciurus albescens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-999",0,0,0,0,432350.65,5.65,5.04,0.14,106.08,5.18,100.63,20,2.24,28,0.14,220.28,252.45,1607.6,1774.17
"Rodentia","Sciuridae","Callosciurus","baluensis","Callosciurus baluensis",3,323.01,0,203.5,0,0,0,0,6,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,5,2,2,0,0,0,"2152",0,0,0,0,20853.1,6.26,3.48,4.87,117.07,114.56,115.82,3,18.16,3,0.26,271.06,226.05,1700.43,1858.35
"Rodentia","Sciuridae","Callosciurus","caniceps","Callosciurus caniceps",0,264.01,0,211.08,0,0,0,0,0,0,0,1,0.01,0.01,0,2.1,0,114,0,0,18.6,0,0,0,0,2,0,0,0,0,"32;730;1297;1971;2530;2655;2844",0,0,0,0,420861.6,20.24,2.65,11.44,103.04,7.6,100.36,3,112.44,8,0.08,183.7,240.01,1283.38,1607.82
"Rodentia","Sciuridae","Callosciurus","erythraeus","Callosciurus erythraeus",0,283.23,0,211.03,0,0,0,0,3,0,0,1,0.00805,0.00878,0,1.04,2,103.2,0,0,622.6,0,0,0,0,2,1,0,0,0,"32;543;1297;1573;1971;2584;2655;2799;2844",0,0,0,0,2354368.13,31.76,6.6,10.18,122.13,88.61,105.37,1,206.18,5,0.08,142.62,188,1101.7,1352.84
"Rodentia","Sciuridae","Callosciurus","finlaysonii","Callosciurus finlaysonii",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,"32",0,0,0,0,723854.08,20.23,8.55,14.3,108.18,7.26,102.72,2,114.64,7,0.1,161.37,250.25,1131.43,1502.3
"Rodentia","Sciuridae","Callosciurus","inornatus","Callosciurus inornatus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-999",0,0,0,0,235240.21,23.1,17.77,20.43,106.37,100.41,103.3,5,113.42,0,0.11,120.13,108.1,1067.23,1283
"Rodentia","Sciuridae","Callosciurus","melanogaster","Callosciurus melanogaster",3,206,0,213,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,"679;3013",0,0,0,0,5140.87,0.01,2.85,1.88,100.22,8.58,0.4,43,56.87,43,0.08,340,250,0,0
"Rodentia","Sciuridae","Callosciurus","nigrovittatus","Callosciurus nigrovittatus",3,208.3,0,203.5,0,0,0,0,6,0,0,1,0.01,0.01,0,2.36,0,0,0,0,5.75,0,0,0,5,2,2,0,0,0,"730;1297;1971;2152;2530;2655;2844",0,0,0,0,1450546.42,7.64,8.78,0.56,110.26,5.18,107.22,1,153.65,4,0.14,238,248.2,1667.44,1736.8
"Rodentia","Sciuridae","Callosciurus","notatus","Callosciurus notatus",3,200.4,0,203.5,0,0,0,0,6,0,0,1,0.02,0.01,0,2.62,0,115.2,0,0,8.32,0,413.84,0,5,2,2,0,0,0,"32;543;730;1297;1971;2152;2530;2655;2844",0,0,0,0,1474460.76,0.25,8.78,0.23,110.26,5.18,107.22,1,153.2,4,0.14,237.33,248.57,1665.17,1740.34
"Rodentia","Sciuridae","Callosciurus","orestes","Callosciurus orestes",3,323.01,0,203.5,0,0,0,0,6,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,5,2,2,0,0,0,"2152",0,0,0,0,35107.14,6.13,1.01,4.02,117.52,114.1,115.85,1,10.34,1,0.23,281.4,223.26,1743.05,1770.12
"Rodentia","Sciuridae","Callosciurus","phayrei","Callosciurus phayrei",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-999",0,0,0,0,41.58,25.01,16.05,20.08,0.6,6.8,8.2,5,45.75,10,0.06,126.01,178.2,1050.71,1455.36
"Rodentia","Sciuridae","Callosciurus","prevostii","Callosciurus prevostii",3,400,0,247,0,0,0,0,6,0,46.08,1,0,0,0,1.2,0,68,16.34,0,0,0,0,0,5,2,2,0,0,0,"32;1297;1849;2152;2655;2844",0,0,0,0,1315342.1,7.06,5.04,0.55,110.26,5.18,107.22,1,71.14,4,0.15,243.8,248.44,1686.88,1743
"Rodentia","Sciuridae","Callosciurus","pygerythrus","Callosciurus pygerythrus",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,"32",0,0,0,0,503627.21,27.67,16.5,22.08,104.04,0.28,7.16,1,153.56,6,0.07,170.22,214.6,1040.62,1357.1
"Rodentia","Sciuridae","Callosciurus","quinquestriatus","Callosciurus quinquestriatus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-999",0,0,0,0,21108.02,25.83,23.5,24.71,8.08,7.46,8.22,20,63.02,20,0.06,136.44,70.1,1054.64,1313.57
"Rodentia","Cricetidae","Calomys","boliviae","Calomys boliviae",0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2655",0,0,0,0,108148.2,17,22.5,10.8,63.82,66.27,65.04,3,11.2,3,0,50.05,134.45,760.61,1425.07
"Rodentia","Cricetidae","Calomys","callidus","Calomys callidus",0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.57,0,0,0,0,0,0,0,"1297;2655",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rodentia","Cricetidae","Calomys","callosus","Calomys callosus",0,44.05,0,0,0,42,55.82,48,0,0,21.8,2,0,0,21,4.01,3,0,2.4,0,354.3,0,43.18,0,0,1,0,18.33,12.05,0,"730;786;890;1297;1822;2655",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rodentia","Cricetidae","Calomys","expulsus","Calomys expulsus",0,30.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1105.7,0,0,0,0,0,0,0,0,0,"730",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rodentia","Cricetidae","Calomys","hummelincki","Calomys hummelincki",1,27,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"2151;2655",0,0,0,0,333850.81,12.1,5.54,8.87,61.01,72.1,66.6,0,23.88,0,0.14,105.43,258.3,1205.07,1746.07
"Rodentia","Cricetidae","Calomys","laucha","Calomys laucha",0,14,0,0,0,0,0,0,3,0,25,2,0,0,0,5.3,0,0,0,0,0,0,0,0,0,2,2,0,0,0,"890;896;1297;2034;2655",0,0,0,0,1230274,15.11,30.11,27.11,53.67,65.07,50.82,0,22.38,0,0.07,82.65,108.33,53.17,1186.02
"Rodentia","Cricetidae","Calomys","lepidus","Calomys lepidus",0,20.5,0,0,0,0,28.8,16,0,0,0,1,0,0,20.75,4.2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,"890;1297;1822;2655",0,4.6,0,0,503465.1,0.22,23.53,16.37,64.61,76.61,70.61,0,15.44,0,0.06,74.28,67.1,667.13,1206.03
"Rodentia","Cricetidae","Calomys","musculinus","Calomys musculinus",0,20.2,0,0,0,0,27.5,16,3,0,20.07,1,0,0,0,6.27,0,0,0,0,253.33,0,76.03,0,0,1,2,0,0,0,"730;890;896;1297;1822;2033;2034;2655",0,0,0,0,860814.7,22.73,40.5,31.61,57.54,68.4,63.02,0,28.74,1,0.08,51.57,145.66,620,75.64
"Rodentia","Cricetidae","Calomys","sorellus","Calomys sorellus",0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2655",0,0,0,0,205430.8,6.35,16.74,11.55,70.55,70.24,74.8,3,23.07,4,0.06,62.31,70.8,726,1342
"Rodentia","Cricetidae","Calomys","tener","Calomys tener",0,13.8,0,60.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1843;2655",0,0,0,0,15351.64,12.41,24.88,18.65,40,40.17,44.63,1,0.74,3,0.06,121.18,207.6,1117.14,1407.18
"Rodentia","Cricetidae","Calomys","tocantinsi","Calomys tocantinsi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-999",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rodentia","Cricetidae","Calomys","venustus","Calomys venustus",0,40.33,0,0,0,0,70.78,40.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1822",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rodentia","Calomyscidae","Calomyscus","bailwardi","Calomyscus bailwardi",0,21.38,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,354.3,0,0,0,0,0,0,0,0,0,"730;1297;2655",0,0,0,0,102086.07,34.05,20.11,31.58,53.58,48.88,51.23,30,42.05,31,0.12,24.52,130.14,202.44,1203.3
"Rodentia","Calomyscidae","Calomyscus","baluchi","Calomyscus baluchi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-999",0,0,0,0,20160.13,35.11,20.1,32.11,60.67,67.12,68.4,27,6.08,28,0.31,31.18,63.53,310.05,1137.82
"Rodentia","Calomyscidae","Calomyscus","elburzensis","Calomyscus elburzensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-999",0,0,0,0,204030.71,38.27,34.18,36.22,63.24,52.21,57.72,5,30.84,6,0.15,28.57,118.02,308,1031.21
"Rodentia","Calomyscidae","Calomyscus","grandis","Calomyscus grandis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-999",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rodentia","Calomyscidae","Calomyscus","hotsoni","Calomyscus hotsoni",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-999",0,0,0,0,231.5,26.85,26.6,26.77,65,64.83,64.02,12,13.5,12,0.12,16.5,207.5,165.5,1467.5
"Rodentia","Calomyscidae","Calomyscus","mystax","Calomyscus mystax",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"1297",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rodentia","Calomyscidae","Calomyscus","tsolovi","Calomyscus tsolovi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-999",0,0,0,0,6.78,32.63,32.6,32.62,36.11,36.08,36,156,156,156,0.18,18,171,274,1348
"Rodentia","Calomyscidae","Calomyscus","urartensis","Calomyscus urartensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-999",0,0,0,0,5580.24,30.54,38.53,30.04,45.78,45.04,45.41,23,55.42,23,0.05,31.81,1.45,436.71,862.15
"Diprotodontia","Potoroidae","Caloprymnus","campestris","Caloprymnus campestris",1,27.57,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,156,0,0,0,0,0,0,0,0,0,0,0,0,"543;955;1297;1760;2655",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Carnivora","Canidae","Atelocynus","microtis","Atelocynus microtis",0,8363.22,0,831.01,0,0,0,0,1,0,0,1,0,0,0,0,0,132,0,0,0,0,0,1,0,1,3,0,0,0,"543;890;1113;2655",0,0,0,0,7634256.6,4.7,32.31,13.76,43.54,78.61,61.08,0,7.43,0,0.12,163.06,235.4,1316.27,1488
"Rodentia","Hystricidae","Atherurus","africanus","Atherurus africanus",1,2875.65,0,430,0,0,0,0,5,0,108.18,2,0.12,0.1,0,1.5,2.75,274.8,146.27,180,0,0,0,1,0,2,2,45.37,0,0,"543;903;904;1297;1573;2151;2359;2655",0,0,0,0,5140711.56,12.42,12.53,0.05,36.65,16.62,10.01,0,44.07,1,0.12,130.02,240.77,1261.44,1545
"Rodentia","Hystricidae","Atherurus","macrourus","Atherurus macrourus",1,2000,0,0,0,0,0,0,5,0,0,2,0,0,0,1.5,0,0,0,0,0,0,0,0,0,2,2,0,0,0,"1297;2151;2655",0,0,0,0,2507040.51,31.4,5.04,12.72,111.03,2.34,101.6,1,111.44,5,0.1,168.2,215.83,1225.15,1515.46
"Carnivora","Herpestidae","Atilax","paludinosus","Atilax paludinosus",2,3600.16,0,400.01,11.5,0,0,0,6,0,77.27,2,1.73,1.62,182.5,2,2,200,100,0,0,0,234.83,0,4,1,2,35.8,540,0,"543;1113;1297;1573;2655",0,0,0,0,14206320.45,17.06,34.83,8.88,41.88,16.82,12.52,0,37.15,1,0.13,0.03,233.3,86.68,1518.76
"Rodentia","Sciuridae","Atlantoxerus","getulus","Atlantoxerus getulus",0,250.57,0,180.1,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,"543;2495;2655",0,0,0,0,170364.26,34.06,28.2,31.63,3.27,10.01,6.64,4,77.86,5,0.06,25.6,156.01,384.71,1270.58
"Rodentia","Cricetidae","Auliscomys","boliviensis","Auliscomys boliviensis",3,70.01,0,0,0,0,110.5,76.8,0,0,0,1,0,0,0,3.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"424;890;1297;1822;2655",0,0,0,0,207032.77,14.83,10.04,17.3,64.8,72,68.4,0,23.75,1,0.06,54.21,71.72,622.6,1213.64
"Rodentia","Cricetidae","Auliscomys","pictus","Auliscomys pictus",0,48.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232.05,0,0,0,0,0,0,0,0,0,"730;2655",0,0,0,0,300321,10.22,17.82,14.02,66,76.72,71.81,1,20.05,4,0.05,6.01,80.66,848.7,1322.48
"Rodentia","Cricetidae","Auliscomys","sublimis","Auliscomys sublimis",0,38,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"890;2655",0,0,0,0,407531.43,13.4,24.7,10,64.22,73.34,68.78,0,13.3,0,0.06,62.02,38.57,501.15,1268.04
"Primates","Indriidae","Avahi","laniger","Avahi laniger",1,1002.28,0,275,0,41.7,0,0,3,0,136.15,2,0.01,0.01,365,1.01,1,0,0,80,84.85,0,0,2,2,2,1,140.15,0,0,"208;511;730;1046;1048;1261;1262;1297;1544;1547;1848;2151;2344;2488;2493;2655;2973;2986",0,0,32.07,0,85075.4,14.08,25.17,10.63,50.45,46.57,48.51,5,30.08,8,0.18,176,107.46,1334.06,1600.05
"Primates","Indriidae","Avahi","occidentalis","Avahi occidentalis",2,828.08,0,0,0,0,0,0,1,0,0,1,0.01,0.02,0,1.02,0,0,0,0,66,0,0,3,0,2,1,0,0,0,"511;1048;1261;1262;1544;1547;2344;2655;2972;2973",0,0,0,0,7563.78,15.61,10.15,17.38,47.5,44.63,46.11,2,10.7,2,0.14,118.44,240.4,81.46,1557.76
"Primates","Indriidae","Avahi","unicolor","Avahi unicolor",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-999",0,0,0,0,2508.24,13.77,14.47,14.12,48.58,48.01,48.3,8,14.75,8,0.18,140,207.51,1200.75,1682.36
"Artiodactyla","Cervidae","Axis","axis","Axis axis",0,60400,0,0,0,0,0,0,0,0,227.4,0,0.67,2.67,425.83,1.01,0,240.6,3156.86,0,6.6,0,543.68,0,0,0,0,121.66,0,0,"543;653;730;789;1297;1573;2044;2525;2655;2986;3010",0,1.01,0,0,2041000.04,28.58,5.01,17.25,80.82,73.11,81.46,22,361.47,3,0,6.14,256.61,814.1,1480.62
"Artiodactyla","Cervidae","Axis","calamianensis","Axis calamianensis",3,30812.6,0,1387.44,0,0,0,0,0,0,224,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"899;2152;2655;3010",0,0,0,0,1345.4,12.33,11.66,11,120.34,110.84,120,20,36,20,0.21,0,0,0,0
"Artiodactyla","Cervidae","Axis","kuhlii","Axis kuhlii",3,54000,0,1375,0,0,0,0,2,0,227.4,0,0,0,0,1.22,1.3,0,0,0,4.44,0,0,0,0,0,1,0,0,0,"132;899;2525;2655;3010",0,0,0,0,107.86,5.72,5.86,5.7,112.73,112.56,112.64,625,625,625,0.01,0,0,0,0
"Artiodactyla","Cervidae","Axis","porcinus","Axis porcinus",0,37448.2,0,0,0,0,0,0,3,0,220.13,0,0.52,0,0,1,0,240,2483.33,0,16.5,0,464.04,1.8,0,0,1,0,0,0,"543;653;730;789;1297;2655;2986;3010",0,0,0,0,2017514.05,32.58,8.55,20.57,107.57,67.83,87.7,0,144.43,6,0,136.08,213.51,70.62,1418.55
"Artiodactyla","Suidae","Babyrousa","babyrussa","Babyrousa babyrussa",3,2050,0,50,0,0,0,0,6,0,156.5,1,0,0,0,1.73,1.5,288,715,0,0,0,362.5,4.5,4,1,2,212.01,0,0,"511;543;645;899;1297;1848;2180;2228;2655",0,0,0,0,13300.7,1.62,3.84,2.73,127.26,124.33,125.8,5,12.03,5,0.01,281.24,223,0,0
"Artiodactyla","Suidae","Babyrousa","bolabatuensis","Babyrousa bolabatuensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-999",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Artiodactyla","Suidae","Babyrousa","celebensis","Babyrousa celebensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-999",0,0,0,0,47657.62,1.55,4.31,1.37,125.2,110.82,122.55,17,45.21,17,0.07,231.15,206.52,1808.07,1884.7
"Cetacea","Balaenopteridae","Balaenoptera","musculus","Balaenoptera musculus",0,154321304.5,0,30480,0,0,0,0,1,0,326.07,1,0,0,821.25,1,0.45,1320,2738612.7,7236.55,0,1,1050.8,1.25,0,0,3,211.71,16000000.07,0,"172;511;543;899;1004;1015;1217;1297;2151;2409;2655",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cetacea","Balaenopteridae","Balaenoptera","physalus","Balaenoptera physalus",0,47506008.23,0,20641.06,0,0,0,0,2,0,338.36,1,0,0,730,1.01,0.37,1302,1800000,6273.75,0,1.5,2666.41,0,0,0,3,106.58,0,12000,"24;27;543;899;1004;1015;1217;1297;1577;2151;2655",0,0,0,6305530.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chiroptera","Emballonuridae","Balantiopteryx","infusca","Balantiopteryx infusca",1,0,38,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,"889;1658;2151",0.05,0,0,0,68801.56,1.43,2.73,0.64,78.2,80.07,70.63,0,83.28,0,0.11,121.57,242.2,1124.51,1461.07
"Chiroptera","Emballonuridae","Balantiopteryx","io","Balantiopteryx io",1,3.07,37,40.2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.5,25.02,0,0,0,0,0,2,0,0,0,0,"125;889;1297;1609;1658;2151;2655",0,0,0,0,211758.21,18.8,15,16,88.21,6.3,2.3,3,40.2,4,0.13,144.32,230.45,1366.65,1623.04
"Chiroptera","Emballonuridae","Balantiopteryx","plicata","Balantiopteryx plicata",1,6.57,42.23,0,0,365,0,0,1,0,138.81,1,0,0,0,0,1,0,2,0,0,112.5,0,0,0,2,3,58.5,0,0,"126;426;429;889;1297;1658;1705;1814;2143;2151;2537;2655",0,0,0,0,841046.43,27.13,0.36,18.24,71.82,110.03,0.03,3,88.1,8,0,106.06,216.78,1061.85,1571.82
"Chiroptera","Pteropodidae","Balionycteris","maculata","Balionycteris maculata",0,14.43,40.06,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,"196;360;1343;1658;2017;2143;2151;2655;2719",0,0,0,0,870187.37,7,5.04,0.57,110.26,5.18,107.22,1,0.03,4,0.14,244.15,240.46,1600.56,1755.34
"Rodentia","Muridae","Bandicota","bengalensis","Bandicota bengalensis",0,226,0,0,0,1.25,0,0,0,0,18.8,0,0,0,61,7.2,5,0,4.85,47,0,0,63.52,0,0,0,0,30.03,22,0,"456;1297;2655",0,0,0,0,3608085.54,34.2,5.01,20.06,7.54,66.5,82.02,0,320.61,24,0,107.2,236.14,810.44,1418.33
"Rodentia","Muridae","Bandicota","indica","Bandicota indica",0,583,0,0,0,272.5,0,0,0,0,20.26,0,0,0,71.25,6.12,0,0,0.77,0,0,0,145.81,0,0,0,0,27.3,41,0,"456;1297;2655",0,2.51,0,0,6308602.34,34.13,5.01,20.02,122,62.27,2.13,1,264.57,11,0,111,228.78,864.32,1417.41
"Artiodactyla","Bovidae","Cephalophus","niger","Cephalophus niger",0,10004.32,0,1041.8,0,0,0,0,7,0,126,1,0,0,0,1,0,122.04,1040,0,1.14,0,0,0,4,1,2,80.4,0,0,"869;1297;1525;1848;2655;2693;3046",0,0,0,0,726801.4,0.2,4.2,6.7,6.75,13.2,3.26,3,100.88,8,0.1,154.4,250.8,1256.5,1574.35
"Artiodactyla","Bovidae","Cephalophus","nigrifrons","Cephalophus nigrifrons",2,14676.33,0,44.21,0,0,0,0,4,0,0,1,0,0,0,0,0,236.4,0,0,2,0,0,0,4,1,1,0,0,0,"543;869;904;1525;1848;2655;2693;3046",0,0,0,0,2766201.07,5.12,0.85,2.36,37.7,8.6,23.24,0,27.04,1,0.13,140.38,238.38,1348.71,1548.31
